Topic,Count,Name,Representation,Representative_Docs
245,38,245_chiari_malformation_malformations_cm2,"['chiari', 'malformation', 'malformations', 'cm2', 'arnold', 'hematoma', 'hemiplegic', 'ulcers', 'type', '247']","['Chiari Malformation Type I Modalities of Surgical Treatment of Chiari Malformation Disease : Clinical Study and Outcomes; Conditions: Chiari Malformation, Type 1 Chiari Malformation Type I clinical research Chiari Malformation Type I Research', 'Chiari Malformation Type Ii The Role of CSF in Chiari II Brain Malformation; Conditions: Myelomeningocele, Brain Malformation, Chiari Malformation Type 2 Chiari Malformation Type Ii clinical research Chiari Malformation Type Ii Research', 'Chiari Malformation Type I The Genetics of Chiari Type I Malformation; Conditions: Chiari Type I Malformation Chiari Malformation Type I clinical research Chiari Malformation Type I Research']"
246,38,246_tardive_dyskinesia_adcy5_schizophrenia,"['tardive', 'dyskinesia', 'adcy5', 'schizophrenia', 'neuroleptic', 'schizoaffective', 'kinesigenic', 'movement', 'antipsychotic', 'ginkgo']","['Tardive Dyskinesia Levetiracetam Treatment of Tardive Dyskinesia; Conditions: Tardive Dyskinesia Tardive Dyskinesia clinical research Tardive Dyskinesia Research', 'Tardive Dyskinesia Safety and Efficacy of Propranolol in the Treatment of Tardive Dyskinesia; Conditions: Tardive Dyskinesia Tardive Dyskinesia clinical research Tardive Dyskinesia Research', 'Tardive Dyskinesia Deep Brain Stimulation for Patients With Tardive Dyskinesia and or Dystonia; Conditions: Tardive Dyskinesia, Tardive Dystonia Tardive Dyskinesia clinical research Tardive Dyskinesia Research']"
247,37,247_coccidioidomycosis_toxoplasmosis_cryptosporidium_cryptosporidiosis,"['coccidioidomycosis', 'toxoplasmosis', 'cryptosporidium', 'cryptosporidiosis', 'toxoplasma', 'toxocariasis', 'blastocystis', 'gondii', 'spherule', 'coccidioidin']","['Coccidioidomycosis Pathogenesis and Genetics of Disseminated or Refractory Coccidioidomycosis; Conditions: Coccidioidomycosis Coccidioidomycosis clinical research Coccidioidomycosis Research', 'Coccidioidomycosis Dexamethasone for Cerebral Toxoplasmosis; Conditions: Toxoplasmosis, Cerebral Coccidioidomycosis clinical research Coccidioidomycosis Research', 'Coccidioidomycosis Cerebral Toxoplasmosis and AIDS; Conditions: Cerebral Toxoplasmosis, AIDS Coccidioidomycosis clinical research Coccidioidomycosis Research']"
248,37,248_amaurosis_leber_rpe65_retinal,"['amaurosis', 'leber', 'rpe65', 'retinal', 'lca', 'suffering', 'congenital', 'from', 'lca5', 'mutations']","['Leber Congenital Amaurosis Genetic Study of Patients Suffering From Congenital Amaurosis of Leber or From an Early Severe Retinal Dystrophy; Conditions: Amaurosis, Retinal Diseases Leber Congenital Amaurosis clinical research Leber Congenital Amaurosis Research', 'Leber Congenital Amaurosis Genetic Study of Patients Suffering From Congenital Amaurosis of Leber or From an Early Severe Retinal Dystrophy; Conditions: Amaurosis, Retinal Diseases Leber Congenital Amaurosis clinical research Leber Congenital Amaurosis Research', 'Leber Congenital Amaurosis Genetic Study of Patients Suffering From Congenital Amaurosis of Leber or From an Early Severe Retinal Dystrophy; Conditions: Amaurosis, Retinal Diseases Leber Congenital Amaurosis clinical research Leber Congenital Amaurosis Research']"
249,37,249_carcinoid_neuroendocrine_somatostatinoma_telotristat,"['carcinoid', 'neuroendocrine', 'somatostatinoma', 'telotristat', 'gastric', 'serotonin', 'ethyl', 'neoplasm', 'gastroenteropancreatic', 'tumors']","['Carcinoid Syndrome Prospective Assessment of Patients With Neuroendocrine Tumors and Current or Prior History of Carcinoid Syndrome or Diarrhea Undergoing Peptide Receptor Radionuclide Therapy With or Without Telotristat Ethyl; Conditions: Neuroendocrine Tumors, Carcinoid Syndrome, Diarrhea Carcinoid Syndrome clinical research Carcinoid Syndrome Research', 'Carcinoid Syndrome Prospective Assessment of Patients With Neuroendocrine Tumors and Current or Prior History of Carcinoid Syndrome or Diarrhea Undergoing Peptide Receptor Radionuclide Therapy With or Without Telotristat Ethyl; Conditions: Neuroendocrine Tumors, Carcinoid Syndrome, Diarrhea Carcinoid Syndrome clinical research Carcinoid Syndrome Research', 'Carcinoid Syndrome Capecitabine and Temozolomide for Neuroendocrine Cancers; Conditions: Neuroendocrine Tumors Carcinoid Syndrome clinical research Carcinoid Syndrome Research']"
250,37,250_prematurity_anemia_prematures_transfusion,"['prematurity', 'anemia', 'prematures', 'transfusion', 'infant', 'extremely', 'bpd', 'birth', 'dyserythropoietic', 'weight']","['Anemia Of Prematurity Transfusion of Prematures Trial; Conditions: Infant, Newborn, Diseases, Infant, Extremely Low Birth Weight, Infant, Small for Gestational Age, Bronchopulmonary Dysplasia (BPD), Anemia Anemia Of Prematurity clinical research Anemia Of Prematurity Research', 'Anemia Of Prematurity Transfusion of Prematures Trial; Conditions: Infant, Newborn, Diseases, Infant, Extremely Low Birth Weight, Infant, Small for Gestational Age, Bronchopulmonary Dysplasia (BPD), Anemia Anemia Of Prematurity clinical research Anemia Of Prematurity Research', 'Anemia Of Prematurity Transfusion of Prematures Trial; Conditions: Infant, Newborn, Diseases, Infant, Extremely Low Birth Weight, Infant, Small for Gestational Age, Bronchopulmonary Dysplasia (BPD), Anemia Anemia Of Prematurity clinical research Anemia Of Prematurity Research']"
251,37,251_cavity_verrucous_larynx_squamous,"['cavity', 'verrucous', 'larynx', 'squamous', 'paranasal', 'ivc', 'sinus', 'oral', 'nasal', 'oropharynx']","['Hypopharynx Squamous Cell Carcinoma Bortezomib With or Without Irinotecan in Treating Patients With Locally Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck; Conditions: Recurrent Squamous Cell Carcinoma of the Hypopharynx, Recurrent Squamous Cell Carcinoma of the Larynx, Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity, Recurrent Squamous Cell Carcinoma of the Nasopharynx, Recurrent Squamous Cell Carcinoma of the Oropharynx, Recurrent Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Recurrent Verrucous Carcinoma of the Larynx, Recurrent Verrucous Carcinoma of the Oral Cavity, Stage IV Squamous Cell Carcinoma of the Hypopharynx, Stage IV Squamous Cell Carcinoma of the Larynx, Stage IV Squamous Cell Carcinoma of the Nasopharynx, Stage IV Verrucous Carcinoma of the Larynx, Stage IVA Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVA Squamous Cell Carcinoma of the Oropharynx, Stage IVA Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVA Verrucous Carcinoma of the Oral Cavity, Stage IVB Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVB Squamous Cell Carcinoma of the Oropharynx, Stage IVB Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVB Verrucous Carcinoma of the Oral Cavity, Stage IVC Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVC Squamous Cell Carcinoma of the Oropharynx, Stage IVC Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVC Verrucous Carcinoma of the Oral Cavity, Tongue Cancer Hypopharynx Squamous Cell Carcinoma clinical research Hypopharynx Squamous Cell Carcinoma Research', 'Hypopharynx Squamous Cell Carcinoma Dasatinib in Treating Patients With Recurrent or Metastatic Head and Neck Cancer; Conditions: Metastatic Squamous Neck Cancer With Occult Primary Squamous Cell Carcinoma, Recurrent Metastatic Squamous Neck Cancer With Occult Primary, Recurrent Salivary Gland Cancer, Recurrent Squamous Cell Carcinoma of the Hypopharynx, Recurrent Squamous Cell Carcinoma of the Larynx, Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity, Recurrent Squamous Cell Carcinoma of the Nasopharynx, Recurrent Squamous Cell Carcinoma of the Oropharynx, Recurrent Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Recurrent Verrucous Carcinoma of the Larynx, Recurrent Verrucous Carcinoma of the Oral Cavity, Salivary Gland Squamous Cell Carcinoma, Stage IV Squamous Cell Carcinoma of the Hypopharynx, Stage IV Squamous Cell Carcinoma of the Nasopharynx, Stage IVA Salivary Gland Cancer, Stage IVA Squamous Cell Carcinoma of the Larynx, Stage IVA Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVA Squamous Cell Carcinoma of the Oropharynx, Stage IVA Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVA Verrucous Carcinoma of the Larynx, Stage IVA Verrucous Carcinoma of the Oral Cavity, Stage IVB Salivary Gland Cancer, Stage IVB Squamous Cell Carcinoma of the Larynx, Stage IVB Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVB Squamous Cell Carcinoma of the Oropharynx, Stage IVB Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVB Verrucous Carcinoma of the Larynx, Stage IVB Verrucous Carcinoma of the Oral Cavity, Stage IVC Salivary Gland Cancer, Stage IVC Squamous Cell Carcinoma of the Larynx, Stage IVC Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVC Squamous Cell Carcinoma of the Oropharynx, Stage IVC Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVC Verrucous Carcinoma of the Larynx, Stage IVC Verrucous Carcinoma of the Oral Cavity, Tongue Cancer Hypopharynx Squamous Cell Carcinoma clinical research Hypopharynx Squamous Cell Carcinoma Research', 'Hypopharynx Squamous Cell Carcinoma Saracatinib in Treating Patients With Recurrent or Metastatic Head and Neck Cancer; Conditions: Metastatic Squamous Neck Cancer With Occult Primary Squamous Cell Carcinoma, Recurrent Metastatic Squamous Neck Cancer With Occult Primary, Recurrent Squamous Cell Carcinoma of the Hypopharynx, Recurrent Squamous Cell Carcinoma of the Larynx, Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity, Recurrent Squamous Cell Carcinoma of the Nasopharynx, Recurrent Squamous Cell Carcinoma of the Oropharynx, Recurrent Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Recurrent Verrucous Carcinoma of the Larynx, Recurrent Verrucous Carcinoma of the Oral Cavity, Stage III Squamous Cell Carcinoma of the Hypopharynx, Stage III Squamous Cell Carcinoma of the Larynx, Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage III Squamous Cell Carcinoma of the Nasopharynx, Stage III Squamous Cell Carcinoma of the Oropharynx, Stage III Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage III Verrucous Carcinoma of the Larynx, Stage III Verrucous Carcinoma of the Oral Cavity, Stage IV Squamous Cell Carcinoma of the Hypopharynx, Stage IV Squamous Cell Carcinoma of the Nasopharynx, Stage IVA Squamous Cell Carcinoma of the Larynx, Stage IVA Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVA Squamous Cell Carcinoma of the Oropharynx, Stage IVA Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVA Verrucous Carcinoma of the Larynx, Stage IVA Verrucous Carcinoma of the Oral Cavity, Stage IVB Squamous Cell Carcinoma of the Larynx, Stage IVB Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVB Squamous Cell Carcinoma of the Oropharynx, Stage IVB Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVB Verrucous Carcinoma of the Larynx, Stage IVB Verrucous Carcinoma of the Oral Cavity, Stage IVC Squamous Cell Carcinoma of the Larynx, Stage IVC Squamous Cell Carcinoma of the Lip and Oral Cavity, Stage IVC Squamous Cell Carcinoma of the Oropharynx, Stage IVC Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity, Stage IVC Verrucous Carcinoma of the Larynx, Stage IVC Verrucous Carcinoma of the Oral Cavity, Tongue Cancer Hypopharynx Squamous Cell Carcinoma clinical research Hypopharynx Squamous Cell Carcinoma Research']"
252,37,252_typhoid_paratyphoid_fever_rocky,"['typhoid', 'paratyphoid', 'fever', 'rocky', 'spotted', 'mountain', 'whnrc', 'conjugate', 'salmonella', 'vaccine']","['Typhoid Comparison of Two Drugs Regimen in Treatment of Complicated Typhoid Fever in Children; Conditions: Typhoid Fever Typhoid clinical research Typhoid Research', 'Typhoid Investigating the Effects of Typhoid Vaccine on Sleep in Healthy Volunteers; Conditions: Typhoid Vaccine on Sleep Typhoid clinical research Typhoid Research', 'Typhoid Typhoid Fever: Combined vs. Single Antibiotic Therapy; Conditions: Typhoid Fever Typhoid clinical research Typhoid Research']"
253,37,253_epilepticus_status_convulsive_lorazepam,"['epilepticus', 'status', 'convulsive', 'lorazepam', 'fosphenytoin', 'convulsions', 'clonazepam', 'intramuscular', 'levetiracetam', 'anticonvulsant']","['Status Epilepticus Ketamine for the Treatment of Refractory Status Epilepticus; Conditions: Refractory Status Epilepticus Status Epilepticus clinical research Status Epilepticus Research', 'Status Epilepticus Feasibility Study: tDCS for Treatment of Refractory Status Epilepticus; Conditions: Status Epilepticus, Refractory Status Epilepticus Status Epilepticus clinical research Status Epilepticus Research', 'Status Epilepticus A Clinical Study of Children With Status Epilepticus in China; Conditions: Status Epilepticus Status Epilepticus clinical research Status Epilepticus Research']"
254,37,254_fabry_restrictive_cardiomyovasculopathy_lipidosis,"['fabry', 'restrictive', 'cardiomyovasculopathy', 'lipidosis', 'triglyceride', 'deposit', 'tgcv', 'nlsd', 'cardiac', 'cardiomyopathy']","['Fabry Disease Molecular Imaging in Fabry Disease of the Heart; Conditions: Fabry Disease, Cardiac Variant Fabry Disease clinical research Fabry Disease Research', 'Fabry Disease Pulmonary Involvement in Patients With Fabry Disease; Conditions: Fabry Disease Fabry Disease clinical research Fabry Disease Research', 'Fabry Disease Evaluation of the Safety, Tolerability and Efficacy of a Gene Therapy Drug for the Treatment of Pediatric Fabry Disease; Conditions: Fabry Disease Fabry Disease clinical research Fabry Disease Research']"
255,37,255_fungoides_mycosis_lymphomas_sezary,"['fungoides', 'mycosis', 'lymphomas', 'sezary', 'cutaneous', 'papulosis', 'lymphomatoid', 'folliculotropic', 'sézary', 'v7']","['Cutaneous T-Cell Lymphomas Extracorporeal Photopheresis and Mogamulizumab for the Treatment of Erythrodermic Cutaneous T Cell Lymphoma; Conditions: Folliculotropic Mycosis Fungoides, Primary Cutaneous T-Cell Non-Hodgkin Lymphoma, Sezary Syndrome, Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v8, Stage II Mycosis Fungoides and Sezary Syndrome AJCC v8, Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v8, Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8, Transformed Mycosis Fungoides Cutaneous T-Cell Lymphomas clinical research Cutaneous T-Cell Lymphomas Research', 'Cutaneous T-Cell Lymphomas Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome; Conditions: Recurrent Mycosis Fungoides and Sezary Syndrome, Refractory Mycosis Fungoides and Sezary Syndrome, Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v7, Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v7, Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v7, Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v7, Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v7, Stage IVA Mycosis Fungoides and Sezary Syndrome AJCC v7, Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v7 Cutaneous T-Cell Lymphomas clinical research Cutaneous T-Cell Lymphomas Research', 'Cutaneous T-Cell Lymphomas Dose-Escalation Trial of Carfilzomib With and Without Romidepsin in Cutaneous T-Cell Lymphoma; Conditions: Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma, Recurrent Mycosis Fungoides/Sezary Syndrome, Stage I Cutaneous T-cell Non-Hodgkin Lymphoma, Stage IA Mycosis Fungoides/Sezary Syndrome, Stage IB Mycosis Fungoides/Sezary Syndrome, Stage II Cutaneous T-cell Non-Hodgkin Lymphoma, Stage IIA Mycosis Fungoides/Sezary Syndrome, Stage IIB Mycosis Fungoides/Sezary Syndrome, Stage III Cutaneous T-cell Non-Hodgkin Lymphoma, Stage IIIA Mycosis Fungoides/Sezary Syndrome, Stage IIIB Mycosis Fungoides/Sezary Syndrome, Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma, Stage IVA Mycosis Fungoides/Sezary Syndrome, Stage IVB Mycosis Fungoides/Sezary Syndrome Cutaneous T-Cell Lymphomas clinical research Cutaneous T-Cell Lymphomas Research']"
256,37,256_desmoid_fibromatosis_tumor_nirogacestat,"['desmoid', 'fibromatosis', 'tumor', 'nirogacestat', 'gardner', 'plantar', 'aggressive', 'anxiety', 'gi', 'dt']","['Desmoid Tumor A Prospective Clinical Study on the Safety and Efficacy of Radiofrequency Ablation for the Treatment of Patients With Desmoid Tumors; Conditions: Desmoid Tumor, Desmoid Fibromatosis, Desmoid Desmoid Tumor clinical research Desmoid Tumor Research', 'Desmoid Tumor Study to Evaluate Imatinib in Desmoid Tumors; Conditions: Aggressive Fibromatosis, Desmoid Tumor Desmoid Tumor clinical research Desmoid Tumor Research', 'Desmoid Tumor Quality of Life of Patients With Desmoid-type Fibromatosis; Conditions: Desmoid Tumor, Desmoid-type Fibromatosis Desmoid Tumor clinical research Desmoid Tumor Research']"
257,37,257_neuroblastoma_ganglioneuroblastoma_ependymoblastoma_gangliocytoma,"['neuroblastoma', 'ganglioneuroblastoma', 'ependymoblastoma', 'gangliocytoma', 'esthesioneuroblastoma', 'olfactory', 'neuroblastic', '4s', 'dinutuximab', 'ganglioneuroma']","['Ganglioneuroblastoma Induction Therapy Including 131 I-MIBG and Chemotherapy in Treating Patients With Newly Diagnosed High-Risk Neuroblastoma Undergoing Stem Cell Transplant, Radiation Therapy, and Maintenance Therapy With Isotretinoin; Conditions: Ganglioneuroblastoma, Localized Resectable Neuroblastoma, Localized Unresectable Neuroblastoma, Regional Neuroblastoma, Stage 4 Neuroblastoma, Stage 4S Neuroblastoma Ganglioneuroblastoma clinical research Ganglioneuroblastoma Research', 'Ganglioneuroblastoma Biomarkers in Tumor Tissue Samples From Patients With Newly Diagnosed Neuroblastoma or Ganglioneuroblastoma; Conditions: Ganglioneuroblastoma, Localized Resectable Neuroblastoma, Localized Unresectable Neuroblastoma, Regional Neuroblastoma, Stage 4 Neuroblastoma, Stage 4S Neuroblastoma Ganglioneuroblastoma clinical research Ganglioneuroblastoma Research', 'Ganglioneuroblastoma Busulfan, Melphalan, and Stem Cell Transplant After Chemotherapy in Treating Patients With Newly Diagnosed High-Risk Neuroblastoma; Conditions: Ganglioneuroblastoma, Stage 1 Neuroblastoma, Stage 2 Neuroblastoma, Stage 2A Neuroblastoma, Stage 2B Neuroblastoma, Stage 3 Neuroblastoma, Stage 4 Neuroblastoma, Stage 4S Neuroblastoma Ganglioneuroblastoma clinical research Ganglioneuroblastoma Research']"
